label,series,platform,game,track,reason_keyword,file
ambiguous_likely_loop,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Arylls Theme,theme,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Arylls Theme.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Ballad of Gales,allad,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Ballad of Gales.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Beedles Shop Ship,"shop, ship",game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Beedles Shop Ship.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Departure,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Departure.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Dragon Roost Island,island,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Dragon Roost Island.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Earth Gods Lyric,lyric,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Earth Gods Lyric.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Encounter with Tetra,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Encounter with Tetra.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Ending,ending,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Ending.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Epilogue,epilogue,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Epilogue.mid
ambiguous_likely_loop,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Fairy Spring,spring,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Fairy Spring.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Farewell Hyrule King,farewell,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Farewell Hyrule King.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Fencing Instruction,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Fencing Instruction.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Forbidden Woods,woods,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Forbidden Woods.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Forsaken Fortress Invasion 1,fortress,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Forsaken Fortress Invasion 1.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Forsaken Fortress,fortress,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Forsaken Fortress.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Game Demo,demo,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Game Demo.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Ganondorf Battle,attle!?,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Ganondorf Battle.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Ganons Castle,castle,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Ganons Castle.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Gohdan,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Gohdan.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Grandma,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Grandma.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Grandpas House,house,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Grandpas House.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Hero of the Wind,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Hero of the Wind.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Hyrule Castle,castle,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Hyrule Castle.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Inside a House,house,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Inside a House.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Inside the Pirate Ship,ship,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Inside the Pirate Ship.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Jalhalla,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Jalhalla.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Makars Awakening,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Makars Awakening.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Medlis Awakening,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Medlis Awakening.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Menu Select,"menu, select",game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Menu Select.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Mini-Boss,oss,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Mini-Boss.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Molgera,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Molgera.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Outset Island,island,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Outset Island.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Phantom Ganon,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Phantom Ganon.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Pirates,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Pirates.mid
ambiguous_likely_loop,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Princess Zeldas Theme,theme,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Princess Zeldas Theme.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Puppet Ganon (Snake Mode),,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Puppet Ganon (Snake Mode).mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Rendezvous with the Ship 2,ship,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Rendezvous with the Ship 2.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Sage Laruto,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Sage Laruto.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Sealed Hyrule Castle,castle,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Sealed Hyrule Castle.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Song of the New Years Ceremony,song of,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Song of the New Years Ceremony.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,The Deku Tree and the Koroks,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_The Deku Tree and the Koroks.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,The Fairy Queen,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_The Fairy Queen.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,The Forest of Outset Island,"forest, island",game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_The Forest of Outset Island.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,The Great Sea is Cursed,sea,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_The Great Sea is Cursed.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,The Great Sea,sea,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_The Great Sea.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,The Legendary Hero,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_The Legendary Hero.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Title,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Title.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,To Hyrule,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_To Hyrule.mid
finite_song_or_cue,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Wind Gods Aria,aria,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Wind Gods Aria.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Wind Temple,temple,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Wind Temple.mid
looping_gameplay_bgm,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Windfall Island,island,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Windfall Island.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Yacht Game,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Yacht Game.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Zeldas Awakening,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Zeldas Awakening.mid
ambiguous_other,The Legend of Zelda,Nintendo GameCube,The Legend of Zelda The Wind Waker,Zunaris Store,,game_midi/The Legend of Zelda_Nintendo GameCube_The Legend of Zelda The Wind Waker_Zunaris Store.mid
ambiguous_other,The Legend of Zelda,Nintendo Switch,Hyrule Warriors Age of Calamity,A Quiet Moment,,game_midi/The Legend of Zelda_Nintendo Switch_Hyrule Warriors Age of Calamity_A Quiet Moment.mid
ambiguous_other,The Legend of Zelda,Nintendo Switch,Hyrule Warriors Age of Calamity,Overlooking Hyrule - After the Calamity (Title Screen),,game_midi/The Legend of Zelda_Nintendo Switch_Hyrule Warriors Age of Calamity_Overlooking Hyrule - After the Calamity (Title Screen).mid
ambiguous_other,The Legend of Zelda,Nintendo Switch,Hyrule Warriors Age of Calamity,Overlooking Hyrule - Prelude to Calamity (Title Screen),,game_midi/The Legend of Zelda_Nintendo Switch_Hyrule Warriors Age of Calamity_Overlooking Hyrule - Prelude to Calamity (Title Screen).mid
ambiguous_likely_loop,The Legend of Zelda,Philips CD-i,Zelda The Wand of Gamelon,Main Theme,theme,game_midi/The Legend of Zelda_Philips CD-i_Zelda The Wand of Gamelon_Main Theme.mid
looping_gameplay_bgm,The Legend of Zelda,Satellaview,BS The Legend of Zelda,Overworld (Unused),overworld,game_midi/The Legend of Zelda_Satellaview_BS The Legend of Zelda_Overworld (Unused).mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Agahnim,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Agahnim.mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Being a Bunny,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Being a Bunny.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Boss Battle,"attle!?, oss",game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Boss Battle.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Cave,cave,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Cave.mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Church,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Church.mid
finite_song_or_cue,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Credits,credits?,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Credits.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Dark World Dungeon,"world, dungeon",game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Dark World Dungeon.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Dark World,world,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Dark World.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Death Mountain,location exception + mountain,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Death Mountain.mid
finite_song_or_cue,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Epilogue,epilogue,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Epilogue.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Ganon Battle,attle!?,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Ganon Battle.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Hyrule Castle,castle,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Hyrule Castle.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Kakariko Village,village,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Kakariko Village.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Light World Dungeon,"world, dungeon",game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Light World Dungeon.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Lost Woods,woods,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Lost Woods.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Minigame,minigame,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Minigame.mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Ocarina Boy,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Ocarina Boy.mid
finite_song_or_cue,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Opening,opening,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Opening.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Overworld,overworld,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Overworld.mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Princess Zeldas Rescue,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Princess Zeldas Rescue.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Shop,shop,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Shop.mid
looping_gameplay_bgm,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,The Soldiers of Kakariko Village,village,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_The Soldiers of Kakariko Village.mid
ambiguous_likely_loop,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Time of the Falling Rain,rain,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Time of the Falling Rain.mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Title Screen,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Title Screen.mid
ambiguous_other,The Legend of Zelda,Super Nintendo Entertainment System,The Legend of Zelda A Link to the Past,Triforce Chamber,,game_midi/The Legend of Zelda_Super Nintendo Entertainment System_The Legend of Zelda A Link to the Past_Triforce Chamber.mid
finite_song_or_cue,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Ballad of the Goddess,allad,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Ballad of the Goddess.mid
ambiguous_likely_loop,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Batreauxs Theme,theme,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Batreauxs Theme.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Dejected Groose,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Dejected Groose.mid
looping_gameplay_bgm,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Faron Woods,woods,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Faron Woods.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Farores Silent Realm,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Farores Silent Realm.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Fis Gratitude,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Fis Gratitude.mid
ambiguous_likely_loop,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Grooses Theme,theme,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Grooses Theme.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Inside the Sandship (Past),,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Inside the Sandship (Past).mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Inside the Sandship,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Inside the Sandship.mid
looping_gameplay_bgm,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Island in the Sky,island,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Island in the Sky.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Knight Academy,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Knight Academy.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Lanayru Mining Facility - Present,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Lanayru Mining Facility - Present.mid
looping_gameplay_bgm,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Lanayru Sand Sea,sea,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Lanayru Sand Sea.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Link and his Loftwing,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Link and his Loftwing.mid
ambiguous_likely_loop,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Lord Ghirahims Theme,theme,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Lord Ghirahims Theme.mid
ambiguous_likely_loop,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Lumpy Pumpkin - Day,day,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Lumpy Pumpkin - Day.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Sandship (Past),,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Sandship (Past).mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Sandship,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Sandship.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,ScalderaTentalus,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_ScalderaTentalus.mid
ambiguous_likely_loop,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Scrappers Theme,theme,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Scrappers Theme.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Sealed Grounds,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Sealed Grounds.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Skyloft,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Skyloft.mid
looping_gameplay_bgm,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Skyview Temple,temple,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Skyview Temple.mid
finite_song_or_cue,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Song of the Hero,song of,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Song of the Hero.mid
ambiguous_other,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,The Sky,,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_The Sky.mid
finite_song_or_cue,The Legend of Zelda,Wii,The Legend of Zelda Skyward Sword,Wing Ceremony Victory,victory!?,game_midi/The Legend of Zelda_Wii_The Legend of Zelda Skyward Sword_Wing Ceremony Victory.mid
ambiguous_other,Touhou,PC,Touhou 105 Scarlet Weather Rhapsody,Argue for and Against,,game_midi/Touhou_PC_Touhou 105 Scarlet Weather Rhapsody_Argue for and Against.mid
ambiguous_other,Touhou,PC,Touhou 105 Scarlet Weather Rhapsody,Catastrophe in Bhava-Agra Wonderful Heaven,,game_midi/Touhou_PC_Touhou 105 Scarlet Weather Rhapsody_Catastrophe in Bhava-Agra Wonderful Heaven.mid
ambiguous_other,Touhou,PC,Touhou 105 Scarlet Weather Rhapsody,Drunk as I Like,,game_midi/Touhou_PC_Touhou 105 Scarlet Weather Rhapsody_Drunk as I Like.mid
ambiguous_other,Touhou,PC,Touhou 11 Subterranean Animism,Green-Eyed Jealousy,,game_midi/Touhou_PC_Touhou 11 Subterranean Animism_Green-Eyed Jealousy.mid
ambiguous_other,Touhou,PC,Touhou 11 Subterranean Animism,Hellfire Mantle,,game_midi/Touhou_PC_Touhou 11 Subterranean Animism_Hellfire Mantle.mid
ambiguous_other,Touhou,PC,Touhou 11 Subterranean Animism,The Sealed-Away Youkai Lost Place,,game_midi/Touhou_PC_Touhou 11 Subterranean Animism_The Sealed-Away Youkai Lost Place.mid
looping_gameplay_bgm,Touhou,PC,Touhou 12 Undefined Fantastic Object,Interdimensional Voyage of a Ghostly Passenger Ship,ship,game_midi/Touhou_PC_Touhou 12 Undefined Fantastic Object_Interdimensional Voyage of a Ghostly Passenger Ship.mid
ambiguous_likely_loop,Touhou,PC,Touhou 12 Undefined Fantastic Object,UFO Romance in the Night Sky,night,game_midi/Touhou_PC_Touhou 12 Undefined Fantastic Object_UFO Romance in the Night Sky.mid
ambiguous_other,Touhou,PC,Touhou 13 Ten Desires,Lets Live in a Lovely Cemetery,,game_midi/Touhou_PC_Touhou 13 Ten Desires_Lets Live in a Lovely Cemetery.mid
ambiguous_other,Touhou,PC,Touhou 13 Ten Desires,Spirit of Avarice,,game_midi/Touhou_PC_Touhou 13 Ten Desires_Spirit of Avarice.mid
ambiguous_other,Touhou,PC,Touhou 13 Ten Desires,The Youkai Girl at the Gate,,game_midi/Touhou_PC_Touhou 13 Ten Desires_The Youkai Girl at the Gate.mid
ambiguous_other,Touhou,PC,Touhou 14 Double Dealing Character,Dullahan Under the Willows,,game_midi/Touhou_PC_Touhou 14 Double Dealing Character_Dullahan Under the Willows.mid
ambiguous_other,Touhou,PC,Touhou 17 Wily Beast and Weakest Creature,Electric Heritage,,game_midi/Touhou_PC_Touhou 17 Wily Beast and Weakest Creature_Electric Heritage.mid
ambiguous_other,Touhou,PC,Touhou 17 Wily Beast and Weakest Creature,Joutoujin of Ceramics,,game_midi/Touhou_PC_Touhou 17 Wily Beast and Weakest Creature_Joutoujin of Ceramics.mid
looping_gameplay_bgm,Touhou,PC,Touhou 2 Story of Eastern Wonderland,World of Empty Dreams,world,game_midi/Touhou_PC_Touhou 2 Story of Eastern Wonderland_World of Empty Dreams.mid
ambiguous_other,Touhou,PC,Touhou 3 Phantasmagoria of DimDream,Strawberry Crisis!!,,game_midi/Touhou_PC_Touhou 3 Phantasmagoria of DimDream_Strawberry Crisis!!.mid
ambiguous_other,Touhou,PC,Touhou 4 Lotus Land Story,Bad Apple!!,,game_midi/Touhou_PC_Touhou 4 Lotus Land Story_Bad Apple!!.mid
ambiguous_other,Touhou,PC,Touhou 5 Mystic Square,The Grimoire of Alice,,game_midi/Touhou_PC_Touhou 5 Mystic Square_The Grimoire of Alice.mid
